Summary,Issue key,Issue id,Parent id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Fix Version/s,Component/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Log Work,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Outward issue link (Duplicate),Inward issue link (Gantt End to Start),Outward issue link (Gantt End to Start),Inward issue link (Issue split),Outward issue link (Issue split),Outward issue link (Issue split),Outward issue link (Issue split),Outward issue link (Issue split),Outward issue link (Issue split),Inward issue link (Open Question),Inward issue link (Problem/Incident),Outward issue link (Problem/Incident),Outward issue link (Problem/Incident),Outward issue link (Problem/Incident),Outward issue link (Problem/Incident),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (AbbVie Brands),Custom field (AbbviePONumber),Custom field (Acceptance Criteria),Custom field (Action Required to Verify/Test Change),Custom field (Application ID),Custom field (Application Name - Scripted),Custom field (Approval Status),Custom field (As a ...),Custom field (Assigned Sub-Tasks),Custom field (BAP Number - Scripted),Custom field (BTO),Custom field (BTO - Scripted),Custom field (Begin Date),Custom field (Brand(s)),Custom field (Business Rank),Custom field (Change Number - Scripted),Custom field (Correction Required),Custom field (Current Status),Custom field (Defect ID),Custom field (Defect Type),Custom field (Demand Criticality),Custom field (Demand ID),Custom field (Desired/Proper Operation),Custom field (Detection),Custom field (Due Date),Custom field (ESS Deliverable),Custom field (End Date),Custom field (Environment),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Estimate (in days)),Custom field (Estimate Hours),Custom field (Estimated Date of Fix),Custom field (External Issue ID),Custom field (Final Resolution),Custom field (Flagged),Custom field (Funding Source),Custom field (Generic failure),Custom field (I Want to ...),Custom field (Non-JIRA Assignee),Custom field (Object ID),Custom field (Occurrence),Custom field (Original story points),Custom field (Parent Link),Custom field (Pending Tasks),Custom field (Percentage Completed),Custom field (Persona),Custom field (Phase),Custom field (Potential cause(s) / mechanisms of failure),Custom field (Potential failure mode),Custom field (Potential results),Custom field (Privacy Review),Custom field (Process Function),Custom field (Product),Custom field (Product Impact),Custom field (Quality Critical),Custom field (Quality Designation),Custom field (RAG Status),Custom field (RPA Discovery Status),Custom field (Rank),Custom field (Reason),Custom field (Recommended Action(s)),Custom field (Reference ID),Custom field (Requirement Criticality),Custom field (Requirement Type),Custom field (Retirement Reason),Custom field (Revision Number),Custom field (Revision Reason),Custom field (Root Cause),Custom field (SDS/SQA - Scripted),Custom field (SLC Methodology - Scripted),Custom field (SO),Custom field (SOD),Custom field (Score),Custom field (Screen ID(s)),Custom field (Severity),Custom field (Signatures),Custom field (So That ...),Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Story),Custom field (Story Point Estimation),Custom field (Story Points),Custom field (Story Post-Approval),Custom field (Story Post-Approver),Custom field (Story Pre-Approval),Custom field (Story Pre-Approver),Custom field (Story status),Custom field (System Impact),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Team),Custom field (Test Case Traceability),Custom field (Testing Impact),Custom field (VERA Sync ID),Custom field (gitBranch),Custom field (gitCommitsReferenced),Custom field (qTest Defect Code),Custom field (test),Custom field (zephyr-je-customfield-teststep),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
[SPIKE] Finalize IAE Navigation Flow,ISAAP-324,560422,,Task,Open,ISAAP,ISA Authoring Platform,software,MCFADMX,,,Medium,,,KROVVCX,KROVVCX,16/Sep/24 12:00 PM,30/Oct/24 11:44 AM,08/Feb/25 7:36 AM,,,,,,,0,,,,,"While discussing about structure, i had a question on how do we facilitate navigation between brands for IAE ? Will there be Navigation binder that will be the only slide where Executive begins his flow?  That navigation includes home slides of all brands ? and also how does Executive comeback to parent navigation to switch between brands ? 

Russ is checking with marketer at this point and imagines ""there will be brand flows and cross brand topic flows"" 



h3.  ",,KROVVCX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISAAP-241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISAAP-103,,,,,,,,,,,,None,,,,,,,,,,,,,N/A,,,,,,,"0|i1mww5:zt104vz9",,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Team,,,,,,,,,,,,,,,,,,,,,
Standardize Veeva IVA Reference,ISAAP-383,575920,,Task,Open,ISAAP,ISA Authoring Platform,software,MCFADMX,,,Medium,,,MURPHPX6,MURPHPX6,11/Oct/24 8:42 AM,22/Oct/24 1:06 PM,08/Feb/25 7:36 AM,,,,,,,0,NOVA:Dialog-Standardization,,,,"h1. {color:#172b4d}Description{color}

Goal is to standardize Veeva IVA references
h1. References
||Name||Link||
|Initiative|[ _{color:#ff8b00}insert Initiative Link{color}_ ]|
|Epic|[ ISAAP-262 ]|
h1. Acceptance Criteria
 * *General*
 ** Component Name: Should not have IVA prefix
 ** RTE fields should show utility icons always and should not only display when users cursor is focused on field  
 ** Component Policy Dialog Title should match component name
 ** Tab Names should be Title Case
 ** Advanced Tab: First 2 fields should be in this order
 *** ""ID""
 **** Tooltip: ""Add an html ID attribute to the component""
 *** ""Custom Class""
 **** Tooltip: ""Add an html class attribute to the component""
 ** Field Titles should be Title Case. ex. ""Custom Class"" not ""Custom class Name""
 * Tabs [Overview, Styles, Analytics, Advanced]

================= to be updated;

Other Changes:

Adjust number of columns chosen to match with column property dynamically (Width and Flex) fields control.
 * Remove Column margins - authors can set margins or padding on the container component (for each cell of coulmn or row.)

====================
 * *Overview*
 ** Configure your columns below
 *** Remove label and Role fields
 *** Number of columns (Description: Choose the number of columns. This will create specific number of separated parsys layout).
 *** Move Column properties tab as a field into Overview tab but into a collapsible section. that loads based on number of columns selected.
 *** Rename Flex Direction into Column Direction. (Description: Choose the direction you want to grow your parsys Row/Column)
 ***  
 * *Style* 
 ** {color:#4c9aff}_Move Flex Alignment into Style tab from properties (Decription: Choose_ {color}Vertical Alignment for the elements inside the columns
 ** {color:#4c9aff}_Style Template_{color}
 ** Border never existed for columns so with the template it will be included now. So the border when configured should be added for all the columns configured.
 * *Analytics : NA.*
 * *{color:#172b4d}Advanced{color}*
 ** ID : ""Add an html ID attribute to the component""
 ** Custom Class : ""Add an html class attribute to the component""
 ** Move Forced Height to advance
 ** Space between columns to advance.
 **  
 **  

h1. Tech Design

{color:#de350b}<To be completed by development team. Not a dependency on DOR>{color}
h1. Component Documentation

 
h1. Test Scope
 * Identify changes for the Lupron and IAE buttons",,MURPHPX6,,,,,,,,,,,,,,,,,,,,,,,,ISAAP-384,,ISAAP-382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[role],,,,,,,,,,,,,,,,,,,,,,ISAAP-262,,,,,,,,,,,[feature],None,,,,,,,,,,,,,N/A,,,,Non-GxP,,,"0|i2gt88:",,,,,Functional,,,,,,,,,,,,,[demonstrable business value],,,,,,,,,,,,,5.0,,,,,,,,,,No Team,,,,,,,,,,,,,,,,,,,,,
Versioning ISAs with Push to Veeva event,ISAAP-259,557533,,Story,Open,ISAAP,ISA Authoring Platform,software,MCFADMX,,,Medium,,,SINGHSV,SINGHSV,11/Sep/24 11:52 AM,21/Oct/24 3:36 PM,08/Feb/25 7:36 AM,,,,,,,0,,,,,"h1. Description:

Use existing ""Create Version"" Workflow Process and amend the existing XpConnect workflow process;
 * Validate the existing Create version workflow process out of the box in AEM.
 * Identify the gaps with existing process.
 * inherit and Enhance the Create version workflow based on step above.

 

!image-2024-09-20-13-11-55-831.png!",,MURPHPX6,SINGHSV,,,,,,,,,,,,,,,ISAAP-344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20/Sep/24 1:11 PM;MURPHPX6;image-2024-09-20-13-11-55-831.png;https://btsjira.abbvie.com/secure/attachment/397549/image-2024-09-20-13-11-55-831.png",,,,,,,,,,,,,,,,"* The resource (slide / binder) that is being pushed to Veeva is versioned when Push to veeva workflow is initiated
 * Authors are able to see the version using OOTB AEM version control UI with the timestamp of when the version was taken
 * Authors are able to restore the current resource (slide / binder) with the selected version using OOTB AEM Version control UI",,,,,Author,,,,,,,,,,,,,,,,,,,,,,ISAAP-163,,,,,,,,,,,ensure that a backup version of my ISA is created when I am ready to push it to Veeva for MRP review.,None,,,,,,,,,,,,,N/A,,,,Non-GxP,,,"0|i1mww5:zt104300y",,,,,Functional,,,,,,,,,,,,,my last set of changes are versioned & backed up for any future rollbacks & reference.,,,,,,,,,,,,,,,,,,,,,,,No Team,,,,,,,,,,,,,,,,,,,,,
Enable component policies to show outside of content container,ISAAP-378,575353,,Task,Open,ISAAP,ISA Authoring Platform,software,MCFADMX,,,Medium,,,MURPHPX6,MURPHPX6,10/Oct/24 1:42 PM,18/Oct/24 12:18 PM,08/Feb/25 7:36 AM,,,,,,,0,,,,,Enable component policies to show outside of content container,,MURPHPX6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISAAP-163,,,,,,,,,,,,None,,,,,,,,,,,,,N/A,,,,,,,"0|i1mww5:zt104300w03i",,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Team,,,,,,,,,,,,,,,,,,,,,
Set default grid to 48 in general slide template,ISAAP-377,575352,,Task,Open,ISAAP,ISA Authoring Platform,software,MCFADMX,,,Medium,,,MURPHPX6,MURPHPX6,10/Oct/24 1:41 PM,18/Oct/24 12:18 PM,08/Feb/25 7:36 AM,,,,,,,0,,,,,Set default grid to 48 in general slide template to remove the authoring exercise every time,,MURPHPX6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISAAP-163,,,,,,,,,,,,None,,,,,,,,,,,,,N/A,,,,,,,"0|i1mww5:zt104300w04",,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Team,,,,,,,,,,,,,,,,,,,,,
Immunology Custom Presentation Implementation,ISAAP-451,579593,,Story,In Refinement,ISAAP,ISA Authoring Platform,software,MCFADMX,,,Medium,,,KROVVCX,KROVVCX,18/Oct/24 9:05 AM,18/Oct/24 9:34 AM,08/Feb/25 7:36 AM,,,,,,,0,,,,,"h1. Authoring process For Each Brand

 
 * Create a dummy structure/binder in vault in AEM;
 ** Author to add the actual Binder ID to match with load sheet.
 ** On the dummy slides add new metadata field for slideId using metadata composer.
 ** Author will populate all the slideIds(looking at the load sheet’s column for File name) Ex: SLKATSCD002.zip
 ** Author will add the Thumbnails on the dummy slides

 
 * Create a new binder with just One slide
 ** Add custom presentation component on Slide.
 ** Choose the dummy binder on custom presentation component dialog
 ** {*}New Feature{*}: Choose the option to use custom slide id.(this will be picked up from metadata field veeva:slideId)
 ** Choose the custom presentation object mapped to brand.
 ** {*}New Feature{*}: Add the business rules by selecting the dependent slides.;
 *** Allow Author to select the parent slide which has dependencies
 *** Post selecting the parent slide, author should configure the dependent slides.(Should follow the order of selection.)
 *** When user selects the slide, script should validate the rules carried along HTML and add the dependent slides.
 *** Be Aware of requirements for ordering the slides - priority of slides position.
 ** XpConnect{^}®{^} Workflow will be initiated on the Binder that holds the custom presentation Slide only.
 ** DH will make changes to the link on their HTML to point to this binder and provide Slide ID.

 
h1. What is Required?
 * Drag and reorder custom presentations. - Default is the selected order.
 * Agency to provide the design(figma) for Custom presentation slides for both brands if applicable.
 * Business Rules applicable for each branded slide.

 
h1. Questions:
 # Is there business rule case in which a slide selected may need a dependent slide to be precede? Or is it always that dependent slides will follow after?
 # If a slide with business rules is removed, are the dependent slides cleaned up to? Yes
 # Are the dependent slides locked from removing?",,KROVVCX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Does each of Rheum SF3 and Skyrizi SF1/4 have individual custom presentation slides ? Yes

Does the custom presentation slide render like the approved/designed slide ? Yes

Is rep able to select the actual (DH) developed slides existing in veeva CRM app? Yes

Are the required business rules carried along the selection of slides ? Yes

Does the user experience match with the brand theme provided ? Yes

Is the user able to navigate back to originating slide(from where he/she launched custom presentation) from the custom presentation slide  ?  Yes

Can user navigate the Hamburger menu from custom presentation slide ? No

Are the custom presentation slides saved into the desired custom presentation objects ? Yes

Are the custom presentations saved with reps profile reloaded on next sync or login ? yes

Are business rules persisted on Distribution package ? yes

Does the thumbnails of the custom presentation slides match with thumbnails of the actual slides ? Yes

Have agencies(DH) updated the links to custom presentation in SF# and SF1/4 binder slides ? Yes

 

 ",,,,,"user I would like to add custom presentation functionality into Immunology ISA for brands Rheum and Skyrizi (SF1/4) and SF3 binders.

",,,,,,,,,,,,,,,,,,,,,,ISAAP-397,,,,,,,,,,,Develop Custom Presentation feature for immunology ISA in AEM using NOVA platform and later integrate it into existing Agency(DH ) Developed ISA binders/slides.,None,,,,,,,,,,,,,N/A,,,,Medium,,,"0|i2gt84:",,,,,Functional,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,,,,,,,,,No Team,,,,,,,,,,,,,,,,,,,,,
Immunology RA Component Readiness,ISAAP-397,576089,,Epic,Open,ISAAP,ISA Authoring Platform,software,MCFADMX,,,Medium,,,MURPHPX6,MURPHPX6,11/Oct/24 3:48 PM,18/Oct/24 9:05 AM,08/Feb/25 7:36 AM,,,,,,,0,,,,,Immunology RA Component Readiness,,MURPHPX6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ghx-label-9,,Immunology RA Component Readiness,To Do,,,,,,,,,,None,,,,,,,,,,,,,N/A,,,,,,,"0|i2g730:",,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Team,,,,,,,,,,,,,,,,,,,,,
Figma Tokens - Table IVA,ISAAP-425,579650,,Task,Open,ISAAP,ISA Authoring Platform,software,MCFADMX,,,Medium,,,MURPHPX6,MURPHPX6,17/Oct/24 12:44 PM,17/Oct/24 12:44 PM,08/Feb/25 7:36 AM,,,,,,,0,No-QA,NOVA-Figma-Token,,,"h1. {color:#172b4d}Description{color}

Initial Figma Token work for Table IVA
h1. References
||Name||Link||
|Initiative|[ _{color:#ff8b00}insert Initiative Link{color}_ ]|
|Epic|[ ISAAP-264 ]|
h1. Acceptance Criteria
 * {*}General{*}{*}{{*}}
 ** Write the tabs.ts config/mapping file that should scrape the following tokens from a Tabs Component Set:
 *** background
 *** shadow
 *** border top
 *** border right
 *** border bottom
 *** border left
 *** border radius top left
 *** border radius top right
 *** border radius bottom left
 *** border radius bottom right
 ** Within the [Test Brand Design System|https://www.figma.com/design/MjhKojTUqcWjC8YA71WXe7/Test-Brand?m=auto&node-id=0-1&t=Mk2Q19Lr0zOPvnOZ-1] figma file, using the NOVA plugin, validate that the tokens are properly being included in the exported token file
 ** Run the token file through Style Dictionary build to create the CSS
 *  ",,MURPHPX6,,,,,,,,,,,,,,,,,,,,,,,,ISAAP-426,,ISAAP-424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[role],,,,,,,,,,,,,,,,,,,,,,ISAAP-264,,,,,,,,,,,[feature],None,,,,,,,,,,,,,N/A,,,,Non-GxP,,,"0|i2gpmc:",,,,,Functional,,,,,,,,,,,,,[demonstrable business value],,,,,,,,,,,,,,,,,,,,,,,No Team,,,,,,,,,,,,,,,,,,,,,
Figma Tokens - Veeva IVA Reference,ISAAP-423,579648,,Task,Open,ISAAP,ISA Authoring Platform,software,MCFADMX,,,Medium,,,MURPHPX6,MURPHPX6,17/Oct/24 12:41 PM,17/Oct/24 12:42 PM,08/Feb/25 7:36 AM,,,,,,,0,No-QA,NOVA-Figma-Token,,,"h1. {color:#172b4d}Description{color}

Initial Figma Token work for Veeva IVA Reference
h1. References
||Name||Link||
|Initiative|[ _{color:#ff8b00}insert Initiative Link{color}_ ]|
|Epic|[ ISAAP-264 ]|
h1. Acceptance Criteria
 * {*}General{*}{*}{{*}}
 ** Write the tabs.ts config/mapping file that should scrape the following tokens from a Tabs Component Set:
 *** background
 *** shadow
 *** border top
 *** border right
 *** border bottom
 *** border left
 *** border radius top left
 *** border radius top right
 *** border radius bottom left
 *** border radius bottom right
 ** Within the [Test Brand Design System|https://www.figma.com/design/MjhKojTUqcWjC8YA71WXe7/Test-Brand?m=auto&node-id=0-1&t=Mk2Q19Lr0zOPvnOZ-1] figma file, using the NOVA plugin, validate that the tokens are properly being included in the exported token file
 ** Run the token file through Style Dictionary build to create the CSS
 *  ",,MURPHPX6,,,,,,,,,,,,,,,,,,,,,,,,ISAAP-424,,ISAAP-422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[role],,,,,,,,,,,,,,,,,,,,,,ISAAP-264,,,,,,,,,,,[feature],None,,,,,,,,,,,,,N/A,,,,Non-GxP,,,"0|i2gplw:",,,,,Functional,,,,,,,,,,,,,[demonstrable business value],,,,,,,,,,,,,,,,,,,,,,,No Team,,,,,,,,,,,,,,,,,,,,,
NOVA Figma Setup,ISAAP-263,557723,,Epic,Open,ISAAP,ISA Authoring Platform,software,MCFADMX,,,Medium,,MURPHPX6,MURPHPX6,MURPHPX6,11/Sep/24 7:27 PM,17/Oct/24 11:27 AM,08/Feb/25 7:37 AM,,,,,,,0,,,,,"h1. Overview

[ _{color:#ff8b00}{*}TO DO{*}:{color}_ ]

_Insert Overview: Be sure to identify_
 # _Component Updates:_ _Provide a short description of the ask of the AEM component, including if this entirely new functionality or enhancement to existing component._
 # _Form Updates_
 ## _Summarize the functionality being requesting, including_
 ## _Identify the form types (e.g. Find a Provider, Doctor Discussion Guide, Registration)_
 ## _Audience (patient v prospect)_

h1. References
[ _{color:#ff8b00}{*}TO DO{*}:{color}_ ] _Update References table._
||Name||Link||
|Initiative|{{triggerissue.key}}|
|Tickets in Epic|[ _{color:#ff8b00}*TO DO:*{color} insert link from Jira Automation comment_ ]|
|Open Tickets in Epic|[ _{color:#ff8b00}*TO DO:*{color} insert link from Jira Automation comment_ ]|
|ADMP Sprint Calendar|[link|https://app.smartsheet.com/reports/8X6GJVX5HWmx4x9wq6PgwQWx6GfqmGpg3hjvRVR1?view=grid]|
h1. LOE

[ _{color:#ff8b00}*TO DO:*{color} Add label identifying the rough estimate (a.k.a., t-shirt size) of the work necessary to meet the Definition of Done (see sizing below)._
_See [ADMP A la carte Estimation Menu|https://app.smartsheet.com/b/publish?EQBCT=a9ad08acdd5a447db4baab78d5bfd345] for sizing._ ]
||Size||#Sprints||#Weeks||Label||Cost *^*||
|XS|1 sprint|3 days|t-shirt-size:xs|$0|
|S|1 sprint|1 week|t-shirt-size:s|$0|
|M|1 sprint|2 weeks|t-shirt-size:m|$0|
|L|2 sprints|4 weeks|t-shirt-size:l|$0|
|XL|3+ sprints|6+ weeks|t-shirt-size:xl|$0|

*^* There is no cost when using AEM team within capacity constraints.",,MURPHPX6,,,,,,,,,,,,,,,,,,,,,,,,ISAAP-264,ISAAP-400,ISAAP-262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ghx-label-9,,NOVA Figma Setup,To Do,,,,,,,,,,None,,,,,,,,,,,,,N/A,,,,,,,"0|i2d9qs:",,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08/Jan/25 12:00 AM,01/Sep/24 12:00 AM,,No Team,,,,,,,,,,,,,,,,,,,,,
Figma Setup - Table IVA,ISAAP-410,579182,,Task,Open,ISAAP,ISA Authoring Platform,software,MCFADMX,,,Medium,,,MURPHPX6,MURPHPX6,17/Oct/24 11:22 AM,17/Oct/24 11:22 AM,08/Feb/25 7:37 AM,,,,,,,0,No-QA,NOVA-Figma-Setup,,,"h1. {color:#172b4d}Description{color}

Initial Figma setup for Table IVA
h1. References
||Name||Link||
|Initiative|[ _{color:#ff8b00}insert Initiative Link{color}_ ]|
|Epic|[ ISAAP-263 ]|
h1. Acceptance Criteria
 * *General*
 ** Create Container Component in our [NOVA Enterprise Design System|https://www.figma.com/design/qFQ3LVJ4kkWkPwJwqhr11n/NOVA-Enterprise-Design-System?node-id=163-334&t=a5RtO4ya28pjGmCa-1] under section Components with the following properties:
 *** container component should have a slot component
 ** Publish Updated Library
 *** Validate that component is now visible in the exported library from our [Test Brand Design System|https://www.figma.com/design/MjhKojTUqcWjC8YA71WXe7/Test-Brand?m=auto&node-id=0-1&t=Mk2Q19Lr0zOPvnOZ-1] file in Figma

 ",,MURPHPX6,,,,,,,,,,,,,,,,,,,,,,,,ISAAP-411,,ISAAP-409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[role],,,,,,,,,,,,,,,,,,,,,,ISAAP-263,,,,,,,,,,,[feature],None,,,,,,,,,,,,,N/A,,,,Non-GxP,,,"0|i2gouc:",,,,,Functional,,,,,,,,,,,,,[demonstrable business value],,,,,,,,,,,,,,,,,,,,,,,No Team,,,,,,,,,,,,,,,,,,,,,
Figma Setup - Veeva IVA Reference,ISAAP-408,579180,,Task,Open,ISAAP,ISA Authoring Platform,software,MCFADMX,,,Medium,,,MURPHPX6,MURPHPX6,17/Oct/24 11:20 AM,17/Oct/24 11:21 AM,08/Feb/25 7:37 AM,,,,,,,0,No-QA,NOVA-Figma-Setup,,,"h1. {color:#172b4d}Description{color}

Initial Figma setup for Veeva IVA Reference
h1. References
||Name||Link||
|Initiative|[ _{color:#ff8b00}insert Initiative Link{color}_ ]|
|Epic|[ ISAAP-263 ]|
h1. Acceptance Criteria
 * *General*
 ** Create Container Component in our [NOVA Enterprise Design System|https://www.figma.com/design/qFQ3LVJ4kkWkPwJwqhr11n/NOVA-Enterprise-Design-System?node-id=163-334&t=a5RtO4ya28pjGmCa-1] under section Components with the following properties:
 *** container component should have a slot component
 ** Publish Updated Library
 *** Validate that component is now visible in the exported library from our [Test Brand Design System|https://www.figma.com/design/MjhKojTUqcWjC8YA71WXe7/Test-Brand?m=auto&node-id=0-1&t=Mk2Q19Lr0zOPvnOZ-1] file in Figma

 ",,MURPHPX6,,,,,,,,,,,,,,,,,,,,,,,,ISAAP-409,,ISAAP-407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[role],,,,,,,,,,,,,,,,,,,,,,ISAAP-263,,,,,,,,,,,[feature],None,,,,,,,,,,,,,N/A,,,,Non-GxP,,,"0|i2gotw:",,,,,Functional,,,,,,,,,,,,,[demonstrable business value],,,,,,,,,,,,,,,,,,,,,,,No Team,,,,,,,,,,,,,,,,,,,,,
Immunology RA Component Readiness,ISAAP-398,576090,,Task,Open,ISAAP,ISA Authoring Platform,software,MCFADMX,,,Medium,,KROVVCX,MURPHPX6,MURPHPX6,11/Oct/24 3:49 PM,14/Oct/24 3:45 PM,08/Feb/25 7:37 AM,,,,,,,0,,,,,Immunology RA Component Readiness,,MURPHPX6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISAAP-397,,,,,,,,,,,,None,,,,,,,,,,,,,N/A,,,,,,,"0|i1mww5:zt104300w06",,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Team,,,,,,,,,,,,,,,,,,,,,
Nested Components Clickstream Enhancement,ISAAP-250,544176,,Story,Open,ISAAP,ISA Authoring Platform,software,MCFADMX,,,Medium,,,SINGHSV,SINGHSV,20/Aug/24 1:37 PM,10/Oct/24 3:39 PM,08/Feb/25 7:37 AM,,,,,,,0,,,,,"h2. Examples

*Nested Tab:*
 * Skyrizi|GASTRO|Crohns|Skyrizi CD ISA|Main|Patient Support|Safety|xxx|xxx|view|Well-Studied Safety Profile:AEs Through 52 Weeks|xxx
 * Skyrizi|GASTRO|Crohns|Skyrizi CD ISA|Main|Patient Support|Safety|xxx|xxx|toggle|Well-Studied Safety Profile|AEs Through 52 Weeks

*Carousal:*
 * {TBD - Sky Gastro FRD is attached for examples}

*Multi Brand Safety:*
 * {TBD - Sky Derm FRD for examples}

*Button Clicks within Modal:*
 * TBD

 

For 3 or more levels of nested components, system can not generate the Tag values automatically showing the hierarchy. In that case it is expected that Author will use the ""Override Clickstream Tag"" checkbox and manually enter the Clickstream tag value in the ""Clickstream Tag"" field of the leaf note component.",,MURPHPX6,SINGHSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20/Aug/24 1:38 PM;SINGHSV;ISA Tagging Rules Revised 2020May.pdf;https://btsjira.abbvie.com/secure/attachment/385281/ISA+Tagging+Rules+Revised+2020May.pdf","20/Aug/24 1:38 PM;SINGHSV;US-MULT-240361_SKY_CD_ISA_FRD (2).xlsm;https://btsjira.abbvie.com/secure/attachment/385280/US-MULT-240361_SKY_CD_ISA_FRD+%282%29.xlsm","20/Aug/24 1:38 PM;SINGHSV;US-SKZD-230596 Core 2.8 ISA FRD (1) (1).xlsm;https://btsjira.abbvie.com/secure/attachment/385279/US-SKZD-230596+Core+2.8+ISA+FRD+%281%29+%281%29.xlsm",,,,,,,,,,,,,,"* Enhance Tab Header - Part 1 (data-type attribute)
 * Enhance Click Stream logic ",,,,,ISA administrator & Marketer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,check the performance of all my ISA clickable content through clickstream data,None,,,,,,,,,,,,,N/A,,,,Non-GxP,,,"0|i1mww5:zt104300w09",,,,,Functional,,,,,,,,,,,,,I can make data driven decisions to make changes to the content,,,,,,,,,,,,,,,,,,,,,,,No Team,,,,,,,,,,,,,,,,,,,,,
NOVA Typekit - Clientlib cleanup & reference for IAE & Lupron,ISAAP-336,562921,,Task,Open,ISAAP,ISA Authoring Platform,software,MCFADMX,,,Medium,,MURPHPX6,MURPHPX6,MURPHPX6,19/Sep/24 2:16 PM,10/Oct/24 3:39 PM,08/Feb/25 7:37 AM,,,,,,,0,Enhancement,,,,"h1. {color:#172b4d}Description{color}
 * NOVA Typekit - Clientlib cleanup & reference for IAE & Lupron

h1. References
||Name||Link||
|Initiative|[ _{color:#ff8b00}insert Initiative Link{color}_ ]|
|Epic|[ ISAAP-126 ]|
h1. Acceptance Criteria

 
h1. Tech Design

 
h1. Component Documentation

 
h1. Test Scope

 ",,MURPHPX6,,,,,,,,,,,,,,,,,,,,,,,,ISAAP-337,,ISAAP-335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ISAAP-126,,,,,,,,,,,,None,,,,,,,,,,,,,N/A,,,,,,,"0|i1mww5:zt104300w1",,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Team,,,,,,,,,,,,,,,,,,,,,
